,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013484086,0.011345129,0.886,0.114,0.114,0.114,False,Hcn2
Neurons,0.011046057,0.013714886,0.787,0.213,0.213,0.1635,False,Hcn2
Astrocytes,0.0060816654,0.016275864,0.661,0.339,0.339,0.222,False,Hcn2
Excitatory Neurons,0.0049336683,0.012517157,0.653,0.347,0.347,0.25325,False,Hcn2
Neural Stem Cells,0.008203862,0.021513736,0.649,0.351,0.351,0.2728,False,Hcn2
Oligodendrocytes,0.0031450028,0.00974375,0.63,0.37,0.37,0.289,False,Hcn2
Endothelial Cells,-0.007861618,0.031023659,0.402,0.598,0.402,0.30514285714285716,False,Hcn2
Myocytes,0.003989633,0.018721139,0.588,0.412,0.412,0.3185,False,Hcn2
Endocrine Cells,0.005482172,0.02773362,0.586,0.414,0.414,0.32911111111111113,False,Hcn2
Medium Spiny Neurons,0.001323897,0.009560841,0.57,0.43,0.43,0.33920000000000006,False,Hcn2
Microglia,-0.000989186,0.01810638,0.467,0.533,0.467,0.35081818181818186,False,Hcn2
GABAergic Neurons,-0.00039277636,0.019655677,0.509,0.491,0.491,0.36250000000000004,False,Hcn2
