,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.030453544,0.018927883,0.946,0.054,0.054,0.054,False,Hif1a
Endocrine Cells,-0.032680746,0.028094027,0.11,0.89,0.11,0.082,False,Hif1a
Oligodendrocyte Precursor Cells,0.01256489,0.011748366,0.853,0.147,0.147,0.10366666666666667,False,Hif1a
Neurons,0.009187437,0.013458253,0.757,0.243,0.243,0.1385,False,Hif1a
Neural Stem Cells,0.0073247994,0.02108366,0.638,0.362,0.362,0.1832,False,Hif1a
Endothelial Cells,-0.008693366,0.030708212,0.395,0.605,0.395,0.2185,False,Hif1a
Excitatory Neurons,0.003482498,0.012721448,0.602,0.398,0.398,0.24414285714285716,False,Hif1a
Microglia,0.0032080093,0.018365996,0.56,0.44,0.44,0.268625,False,Hif1a
GABAergic Neurons,-0.0024485178,0.020010084,0.473,0.527,0.473,0.29133333333333333,False,Hif1a
Medium Spiny Neurons,-0.00060300494,0.009508795,0.49,0.51,0.49,0.31120000000000003,False,Hif1a
Oligodendrocytes,-0.00042474136,0.010012621,0.491,0.509,0.491,0.3275454545454546,False,Hif1a
Astrocytes,-0.0007975425,0.016593222,0.496,0.504,0.496,0.34158333333333335,False,Hif1a
