,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015046682,0.011478691,0.905,0.095,0.095,0.095,False,Myo10
Neurons,0.009804358,0.013801978,0.761,0.239,0.239,0.16699999999999998,False,Myo10
Endocrine Cells,0.015073336,0.027834814,0.716,0.284,0.284,0.20599999999999996,False,Myo10
Excitatory Neurons,0.004866039,0.012459751,0.653,0.347,0.347,0.24124999999999996,False,Myo10
Endothelial Cells,-0.007488633,0.030900756,0.407,0.593,0.407,0.2744,False,Myo10
Astrocytes,0.0028001654,0.016447103,0.588,0.412,0.412,0.2973333333333333,False,Myo10
Myocytes,-0.004230109,0.018726265,0.414,0.586,0.414,0.314,False,Myo10
Medium Spiny Neurons,0.00051499956,0.0095752,0.547,0.453,0.453,0.331375,False,Myo10
Neural Stem Cells,-0.0016173075,0.021345487,0.456,0.544,0.456,0.3452222222222222,False,Myo10
Microglia,-0.001408167,0.018079799,0.461,0.539,0.461,0.35679999999999995,False,Myo10
Oligodendrocytes,-0.000970088,0.010341069,0.474,0.526,0.474,0.3674545454545454,False,Myo10
GABAergic Neurons,-0.0012220396,0.019505281,0.496,0.504,0.496,0.3781666666666667,False,Myo10
