,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.0288326,0.028000446,0.843,0.157,0.157,0.157,False,Id2
Astrocytes,-0.014509906,0.017009903,0.192,0.808,0.192,0.1745,False,Id2
Neurons,0.009940624,0.013652546,0.766,0.234,0.234,0.19433333333333333,False,Id2
Oligodendrocyte Precursor Cells,0.005801127,0.011668849,0.695,0.305,0.305,0.22199999999999998,False,Id2
Endothelial Cells,-0.013425202,0.030700583,0.334,0.666,0.334,0.2444,False,Id2
Neural Stem Cells,0.007889996,0.02127301,0.645,0.355,0.355,0.2628333333333333,False,Id2
Myocytes,0.0035823176,0.018756803,0.58,0.42,0.42,0.28528571428571425,False,Id2
Oligodendrocytes,-0.0022991165,0.010202562,0.433,0.567,0.433,0.30374999999999996,False,Id2
Medium Spiny Neurons,0.0010708955,0.009534477,0.562,0.438,0.438,0.31866666666666665,False,Id2
GABAergic Neurons,-0.0036411097,0.019857973,0.441,0.559,0.441,0.33089999999999997,False,Id2
Microglia,-0.0008316618,0.01826071,0.468,0.532,0.468,0.3433636363636363,False,Id2
Excitatory Neurons,-0.0005394143,0.012944013,0.491,0.509,0.491,0.35566666666666663,False,Id2
