,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.036449075,0.028148793,0.088,0.912,0.088,0.088,False,S100a10
Oligodendrocyte Precursor Cells,0.01460336,0.0113644125,0.901,0.099,0.099,0.0935,False,S100a10
Myocytes,-0.012898216,0.018872617,0.251,0.749,0.251,0.146,False,S100a10
Neurons,0.008039917,0.013681859,0.722,0.278,0.278,0.179,False,S100a10
Medium Spiny Neurons,0.0042142794,0.009509883,0.684,0.316,0.316,0.2064,False,S100a10
Astrocytes,0.0052428306,0.016506124,0.645,0.355,0.355,0.23116666666666666,False,S100a10
Neural Stem Cells,-0.006905831,0.021043923,0.363,0.637,0.363,0.25,False,S100a10
Excitatory Neurons,0.0041746534,0.012648619,0.626,0.374,0.374,0.2655,False,S100a10
Microglia,-0.0013180786,0.018137036,0.462,0.538,0.462,0.2873333333333334,False,S100a10
Endothelial Cells,-0.0025402992,0.030751687,0.47,0.53,0.47,0.3056,False,S100a10
Oligodendrocytes,0.00018727552,0.010281491,0.514,0.486,0.486,0.322,False,S100a10
GABAergic Neurons,-0.0014869581,0.019602943,0.493,0.507,0.493,0.33625,False,S100a10
