,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Microglia,0.03808479,0.020226972,0.968,0.032,0.032,0.032,True,Grn
Oligodendrocyte Precursor Cells,0.015054861,0.0114887105,0.905,0.095,0.095,0.0635,False,Grn
Myocytes,0.0216815,0.01889104,0.875,0.125,0.125,0.084,False,Grn
Neurons,0.010551901,0.013722746,0.777,0.223,0.223,0.11875,False,Grn
Excitatory Neurons,0.0049773,0.012534588,0.653,0.347,0.347,0.1644,False,Grn
Astrocytes,0.0048250947,0.016424049,0.639,0.361,0.361,0.19716666666666663,False,Grn
Medium Spiny Neurons,0.002606306,0.009564904,0.623,0.377,0.377,0.22285714285714284,False,Grn
Oligodendrocytes,0.0030289327,0.010211522,0.62,0.38,0.38,0.2425,False,Grn
Endothelial Cells,-0.008968569,0.030774964,0.394,0.606,0.394,0.25933333333333336,False,Grn
Neural Stem Cells,0.0054194396,0.021371737,0.602,0.398,0.398,0.2732,False,Grn
Endocrine Cells,0.0028017885,0.028037293,0.541,0.459,0.459,0.2900909090909091,False,Grn
GABAergic Neurons,-0.00034153127,0.019606471,0.51,0.49,0.49,0.30675,False,Grn
