,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.123101294,0.018828645,0.0,1.0,0.0,0.0,True,Synpo2
Oligodendrocyte Precursor Cells,0.013982251,0.011292392,0.895,0.105,0.105,0.0525,False,Synpo2
Neurons,0.007982716,0.013563726,0.722,0.278,0.278,0.12766666666666668,False,Synpo2
Endocrine Cells,0.012991065,0.027879873,0.689,0.311,0.311,0.1735,False,Synpo2
Excitatory Neurons,0.0049325954,0.012434726,0.653,0.347,0.347,0.2082,False,Synpo2
Astrocytes,0.005402789,0.016296245,0.648,0.352,0.352,0.23216666666666663,False,Synpo2
Endothelial Cells,-0.011594837,0.030967617,0.354,0.646,0.354,0.24957142857142856,False,Synpo2
Neural Stem Cells,0.0041790735,0.02151581,0.582,0.418,0.418,0.270625,False,Synpo2
Microglia,-0.00063783425,0.018086258,0.473,0.527,0.473,0.2931111111111111,False,Synpo2
Oligodendrocytes,-0.0006872455,0.010327042,0.485,0.515,0.485,0.31229999999999997,False,Synpo2
Medium Spiny Neurons,-0.00042592187,0.009543173,0.496,0.504,0.496,0.32899999999999996,False,Synpo2
GABAergic Neurons,-0.0008560343,0.019491665,0.503,0.497,0.497,0.34299999999999997,False,Synpo2
