,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Neural Stem Cells,-0.055811338,0.020133846,0.003,0.997,0.003,0.003,True,Sox9
Myocytes,0.030920524,0.01881952,0.948,0.052,0.052,0.0275,True,Sox9
Astrocytes,-0.023891725,0.017288908,0.075,0.925,0.075,0.043333333333333335,True,Sox9
Oligodendrocyte Precursor Cells,0.011560792,0.011458183,0.835,0.165,0.165,0.07375000000000001,False,Sox9
Endocrine Cells,0.027330713,0.027991323,0.824,0.176,0.176,0.0942,False,Sox9
Neurons,0.009172696,0.013679237,0.752,0.248,0.248,0.11983333333333335,False,Sox9
Endothelial Cells,-0.011951717,0.030653672,0.352,0.648,0.352,0.15300000000000002,False,Sox9
Excitatory Neurons,0.0036668624,0.012543479,0.607,0.393,0.393,0.18300000000000002,False,Sox9
Oligodendrocytes,-0.002234812,0.010197451,0.435,0.565,0.435,0.21100000000000002,False,Sox9
Microglia,-0.0018780577,0.018200587,0.451,0.549,0.451,0.23500000000000001,False,Sox9
Medium Spiny Neurons,0.00034068662,0.009523209,0.538,0.462,0.462,0.25563636363636366,False,Sox9
GABAergic Neurons,-0.0023055333,0.01961751,0.476,0.524,0.476,0.274,False,Sox9
