,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014512815,0.01135179,0.901,0.099,0.099,0.099,False,Slc16a1
Myocytes,-0.015028777,0.018759064,0.216,0.784,0.216,0.1575,False,Slc16a1
Neurons,0.009897854,0.0137802325,0.763,0.237,0.237,0.18400000000000002,False,Slc16a1
Excitatory Neurons,0.0053958106,0.0124772005,0.661,0.339,0.339,0.22275,False,Slc16a1
Medium Spiny Neurons,0.0028481947,0.009578785,0.633,0.367,0.367,0.2516,False,Slc16a1
Endothelial Cells,-0.010303109,0.030711511,0.376,0.624,0.376,0.2723333333333333,False,Slc16a1
Astrocytes,0.0032226415,0.016406324,0.6,0.4,0.4,0.29057142857142854,False,Slc16a1
Endocrine Cells,0.0061955685,0.027777651,0.598,0.402,0.402,0.3045,False,Slc16a1
Oligodendrocytes,-0.0028804305,0.010178958,0.412,0.588,0.412,0.3164444444444444,False,Slc16a1
Neural Stem Cells,0.00044374441,0.021417705,0.509,0.491,0.491,0.3339,False,Slc16a1
Microglia,0.00037899724,0.018107733,0.492,0.508,0.492,0.3482727272727273,False,Slc16a1
GABAergic Neurons,-0.00045242297,0.019546898,0.507,0.493,0.493,0.36033333333333334,False,Slc16a1
