,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.0371201,0.01882369,0.976,0.024,0.024,0.024,True,Vcam1
Oligodendrocyte Precursor Cells,0.01270417,0.011295839,0.872,0.128,0.128,0.076,False,Vcam1
Neurons,0.009384656,0.013800802,0.755,0.245,0.245,0.13233333333333333,False,Vcam1
Endocrine Cells,0.011314763,0.02783065,0.663,0.337,0.337,0.1835,False,Vcam1
Excitatory Neurons,0.0047303396,0.012442162,0.649,0.351,0.351,0.217,False,Vcam1
Medium Spiny Neurons,0.0011251374,0.009542128,0.563,0.437,0.437,0.25366666666666665,False,Vcam1
Astrocytes,0.0012476841,0.016476221,0.553,0.447,0.447,0.2812857142857143,False,Vcam1
Microglia,-0.001025135,0.018082077,0.467,0.533,0.467,0.3045,False,Vcam1
Endothelial Cells,-0.001968054,0.030757314,0.476,0.524,0.476,0.32355555555555554,False,Vcam1
Neural Stem Cells,-0.00089413486,0.021512538,0.477,0.523,0.477,0.3389,False,Vcam1
Oligodendrocytes,-0.0008542855,0.010349619,0.477,0.523,0.477,0.3514545454545454,False,Vcam1
GABAergic Neurons,-0.0015265803,0.019490616,0.492,0.508,0.492,0.36316666666666664,False,Vcam1
