,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.012880782,0.011485203,0.872,0.128,0.128,0.128,False,Itpkb
Myocytes,0.017086973,0.01882392,0.808,0.192,0.192,0.16,False,Itpkb
Neurons,0.009711236,0.013732836,0.761,0.239,0.239,0.18633333333333332,False,Itpkb
Excitatory Neurons,0.0048791436,0.012472915,0.653,0.347,0.347,0.22649999999999998,False,Itpkb
Neural Stem Cells,-0.0052674683,0.02137879,0.394,0.606,0.394,0.25999999999999995,False,Itpkb
Endocrine Cells,0.0065843966,0.027837804,0.601,0.399,0.399,0.2831666666666666,False,Itpkb
Endothelial Cells,-0.0081308335,0.030728651,0.4,0.6,0.4,0.2998571428571428,False,Itpkb
Astrocytes,0.0020539397,0.016553987,0.567,0.433,0.433,0.31649999999999995,False,Itpkb
Microglia,-0.00067504775,0.018172,0.473,0.527,0.473,0.33388888888888885,False,Itpkb
Medium Spiny Neurons,3.8179396e-06,0.009580451,0.516,0.484,0.484,0.34889999999999993,False,Itpkb
Oligodendrocytes,-0.00057440245,0.010305983,0.487,0.513,0.487,0.3614545454545454,False,Itpkb
GABAergic Neurons,-0.0010044586,0.019518975,0.501,0.499,0.499,0.3729166666666666,False,Itpkb
