,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014926967,0.0115430765,0.902,0.098,0.098,0.098,False,Dbx2
Neurons,0.010562907,0.013752469,0.777,0.223,0.223,0.1605,False,Dbx2
Neural Stem Cells,0.010189185,0.021387506,0.681,0.319,0.319,0.21333333333333335,False,Dbx2
Excitatory Neurons,0.0049909684,0.012482423,0.654,0.346,0.346,0.2465,False,Dbx2
Myocytes,0.0064426046,0.018718494,0.632,0.368,0.368,0.27080000000000004,False,Dbx2
Endocrine Cells,0.007251923,0.027790472,0.611,0.389,0.389,0.29050000000000004,False,Dbx2
Endothelial Cells,-0.0076356465,0.030963397,0.405,0.595,0.405,0.3068571428571429,False,Dbx2
Astrocytes,0.0026230954,0.01674652,0.582,0.418,0.418,0.32075000000000004,False,Dbx2
Medium Spiny Neurons,0.001366685,0.009531589,0.57,0.43,0.43,0.33288888888888896,False,Dbx2
Microglia,-0.0017461253,0.018117907,0.453,0.547,0.453,0.34490000000000004,False,Dbx2
Oligodendrocytes,-0.0007965077,0.010301301,0.48,0.52,0.48,0.3571818181818182,False,Dbx2
GABAergic Neurons,-0.0012053339,0.019539788,0.497,0.503,0.497,0.36883333333333335,False,Dbx2
