,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.029116299,0.02780434,0.135,0.865,0.135,0.135,False,Kcnip3
Myocytes,0.01578279,0.018794224,0.788,0.212,0.212,0.1735,False,Kcnip3
Excitatory Neurons,0.008743883,0.013009555,0.749,0.251,0.251,0.19933333333333333,False,Kcnip3
Neurons,0.008238491,0.013568714,0.728,0.272,0.272,0.2175,False,Kcnip3
Oligodendrocyte Precursor Cells,-0.006581137,0.011885963,0.274,0.726,0.274,0.22880000000000003,False,Kcnip3
Oligodendrocytes,0.005408557,0.010160844,0.705,0.295,0.295,0.23983333333333334,False,Kcnip3
Medium Spiny Neurons,0.0030708918,0.009501125,0.641,0.359,0.359,0.25685714285714284,False,Kcnip3
Endothelial Cells,-0.008205808,0.030876542,0.399,0.601,0.399,0.274625,False,Kcnip3
Microglia,-0.004112504,0.0182183,0.407,0.593,0.407,0.28933333333333333,False,Kcnip3
Neural Stem Cells,0.0028694712,0.021231184,0.557,0.443,0.443,0.3047,False,Kcnip3
GABAergic Neurons,0.0010451906,0.0197989,0.539,0.461,0.461,0.3189090909090909,False,Kcnip3
Astrocytes,-0.0012632597,0.016639441,0.485,0.515,0.485,0.33275,False,Kcnip3
