,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.012972996,0.011247876,0.877,0.123,0.123,0.123,False,Pls1
Oligodendrocytes,-0.008117688,0.00968049,0.195,0.805,0.195,0.159,False,Pls1
Neurons,0.009475081,0.013824953,0.757,0.243,0.243,0.18699999999999997,False,Pls1
Excitatory Neurons,0.0047182385,0.012448887,0.649,0.351,0.351,0.22799999999999998,False,Pls1
Myocytes,0.00705125,0.018714594,0.644,0.356,0.356,0.25359999999999994,False,Pls1
Astrocytes,0.004016001,0.016217161,0.626,0.374,0.374,0.27366666666666667,False,Pls1
Endothelial Cells,-0.008313588,0.031059071,0.399,0.601,0.399,0.29157142857142854,False,Pls1
Neural Stem Cells,0.004408666,0.02152872,0.587,0.413,0.413,0.30674999999999997,False,Pls1
Endocrine Cells,0.0047420766,0.027789343,0.569,0.431,0.431,0.32055555555555554,False,Pls1
Medium Spiny Neurons,0.0004965313,0.009583855,0.545,0.455,0.455,0.33399999999999996,False,Pls1
Microglia,-0.0012931888,0.018069107,0.462,0.538,0.462,0.34563636363636363,False,Pls1
GABAergic Neurons,-0.0012374717,0.019489158,0.496,0.504,0.496,0.3581666666666667,False,Pls1
