,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.048741892,0.019087784,0.995,0.005,0.005,0.005,True,Capn2
Oligodendrocyte Precursor Cells,0.015804652,0.011684094,0.909,0.091,0.091,0.048,True,Capn2
Endocrine Cells,0.023313649,0.028265938,0.801,0.199,0.199,0.09833333333333334,False,Capn2
Neurons,0.0114230225,0.013477094,0.801,0.199,0.199,0.12350000000000001,False,Capn2
Astrocytes,0.010670229,0.01690765,0.744,0.256,0.256,0.15,False,Capn2
Medium Spiny Neurons,0.006031685,0.009529212,0.742,0.258,0.258,0.168,False,Capn2
Oligodendrocytes,0.004443816,0.009932207,0.676,0.324,0.324,0.1902857142857143,False,Capn2
Excitatory Neurons,0.004948497,0.012637078,0.653,0.347,0.347,0.209875,False,Capn2
Microglia,0.0030299223,0.018245103,0.556,0.444,0.444,0.23588888888888893,False,Capn2
Endothelial Cells,-0.0045443163,0.03022772,0.446,0.554,0.446,0.2569,False,Capn2
GABAergic Neurons,0.0021875757,0.020068176,0.552,0.448,0.448,0.2742727272727273,False,Capn2
Neural Stem Cells,-0.0011617742,0.020939346,0.466,0.534,0.466,0.29025000000000006,False,Capn2
