,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.04330841,0.028205436,0.939,0.061,0.061,0.061,False,Calb1
Oligodendrocyte Precursor Cells,0.013534828,0.011423065,0.886,0.114,0.114,0.0875,False,Calb1
Neurons,0.008906241,0.013268508,0.752,0.248,0.248,0.141,False,Calb1
Astrocytes,0.0052821324,0.016338553,0.647,0.353,0.353,0.194,False,Calb1
Medium Spiny Neurons,-0.0037967581,0.009495945,0.357,0.643,0.357,0.2266,False,Calb1
GABAergic Neurons,-0.0075638015,0.02026981,0.366,0.634,0.366,0.24983333333333335,False,Calb1
Endothelial Cells,-0.007409113,0.03102208,0.407,0.593,0.407,0.2722857142857143,False,Calb1
Excitatory Neurons,0.00094264356,0.012752158,0.53,0.47,0.47,0.29700000000000004,False,Calb1
Microglia,1.0157315e-05,0.018144382,0.488,0.512,0.488,0.31822222222222224,False,Calb1
Oligodendrocytes,-0.0005298014,0.010288579,0.488,0.512,0.488,0.33520000000000005,False,Calb1
Myocytes,-0.00036827783,0.01874301,0.51,0.49,0.49,0.34927272727272735,False,Calb1
Neural Stem Cells,0.00026316996,0.021471387,0.502,0.498,0.498,0.36166666666666675,False,Calb1
