,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.15109757,0.013321165,0.0,1.0,0.0,0.0,True,Cnp
Oligodendrocyte Precursor Cells,0.00891109,0.011866946,0.767,0.233,0.233,0.1165,False,Cnp
Neural Stem Cells,0.012710564,0.020497385,0.73,0.27,0.27,0.16766666666666666,False,Cnp
Medium Spiny Neurons,-0.0060740444,0.00948849,0.272,0.728,0.272,0.19375,False,Cnp
Endothelial Cells,-0.016440298,0.030587923,0.293,0.707,0.293,0.2136,False,Cnp
Microglia,-0.008409311,0.018536892,0.333,0.667,0.333,0.2335,False,Cnp
Neurons,0.0051944405,0.01342035,0.661,0.339,0.339,0.24857142857142858,False,Cnp
Endocrine Cells,-0.008873009,0.027816024,0.386,0.614,0.386,0.26575,False,Cnp
Excitatory Neurons,0.0017885638,0.0125838015,0.56,0.44,0.44,0.2851111111111111,False,Cnp
Astrocytes,0.0006161325,0.017163469,0.538,0.462,0.462,0.3028,False,Cnp
Myocytes,-0.0018653759,0.01887215,0.472,0.528,0.472,0.3181818181818182,False,Cnp
GABAergic Neurons,-0.0016143862,0.019801745,0.491,0.509,0.491,0.33258333333333334,False,Cnp
