,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Astrocytes,-0.031387452,0.018068051,0.03,0.97,0.03,0.03,True,Fgfr3
Oligodendrocyte Precursor Cells,0.014924743,0.011745345,0.9,0.1,0.1,0.065,False,Fgfr3
Neurons,0.011460207,0.01348676,0.801,0.199,0.199,0.10966666666666668,False,Fgfr3
Medium Spiny Neurons,0.006900149,0.009519717,0.766,0.234,0.234,0.14075000000000001,False,Fgfr3
Myocytes,0.013430151,0.01879228,0.749,0.251,0.251,0.1628,False,Fgfr3
Endothelial Cells,-0.01216283,0.030508857,0.35,0.65,0.35,0.19400000000000003,False,Fgfr3
Excitatory Neurons,0.0045385943,0.012641668,0.639,0.361,0.361,0.2178571428571429,False,Fgfr3
Neural Stem Cells,-0.0050916644,0.021059547,0.397,0.603,0.397,0.24025000000000002,False,Fgfr3
Microglia,-0.0032872553,0.018338399,0.422,0.578,0.422,0.2604444444444445,False,Fgfr3
Oligodendrocytes,-0.0021854024,0.010066686,0.435,0.565,0.435,0.27790000000000004,False,Fgfr3
Endocrine Cells,0.0023762758,0.02772893,0.538,0.462,0.462,0.2946363636363637,False,Fgfr3
GABAergic Neurons,-0.0014536997,0.019754987,0.493,0.507,0.493,0.3111666666666667,False,Fgfr3
