,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013458165,0.011295693,0.886,0.114,0.114,0.114,False,Apln
Neurons,0.008825065,0.013803009,0.738,0.262,0.262,0.188,False,Apln
Excitatory Neurons,0.004366007,0.012477522,0.636,0.364,0.364,0.24666666666666667,False,Apln
Oligodendrocytes,-0.004066192,0.010258897,0.373,0.627,0.373,0.27825,False,Apln
Endothelial Cells,-0.010356099,0.031008491,0.377,0.623,0.377,0.298,False,Apln
Myocytes,0.0056193625,0.01871054,0.618,0.382,0.382,0.312,False,Apln
Medium Spiny Neurons,0.0016020485,0.009574873,0.584,0.416,0.416,0.32685714285714285,False,Apln
Microglia,-0.003112294,0.018079467,0.424,0.576,0.424,0.33899999999999997,False,Apln
Neural Stem Cells,0.003570907,0.021551581,0.572,0.428,0.428,0.34888888888888886,False,Apln
Astrocytes,0.00018331528,0.0163984,0.525,0.475,0.475,0.3615,False,Apln
Endocrine Cells,0.0006709074,0.027736379,0.517,0.483,0.483,0.3725454545454545,False,Apln
GABAergic Neurons,-0.0015980238,0.01951446,0.491,0.509,0.491,0.3824166666666666,False,Apln
