,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Microglia,-0.028295623,0.01930555,0.075,0.925,0.075,0.075,False,Rnase4
Endocrine Cells,0.035433315,0.028102595,0.901,0.099,0.099,0.087,False,Rnase4
Oligodendrocyte Precursor Cells,0.013177744,0.011274355,0.882,0.118,0.118,0.09733333333333333,False,Rnase4
Myocytes,-0.020880045,0.01874077,0.137,0.863,0.137,0.10725,False,Rnase4
Neurons,0.009553103,0.013799262,0.757,0.243,0.243,0.1344,False,Rnase4
Neural Stem Cells,-0.008614433,0.021398848,0.33,0.67,0.33,0.167,False,Rnase4
Excitatory Neurons,0.0047362735,0.012444397,0.649,0.351,0.351,0.19328571428571428,False,Rnase4
Astrocytes,0.0038273411,0.016362056,0.62,0.38,0.38,0.216625,False,Rnase4
Endothelial Cells,-0.007560885,0.030881645,0.406,0.594,0.406,0.2376666666666667,False,Rnase4
Medium Spiny Neurons,0.0015585893,0.0095462445,0.581,0.419,0.419,0.2558,False,Rnase4
Oligodendrocytes,0.0005839756,0.01032627,0.527,0.473,0.473,0.27554545454545454,False,Rnase4
GABAergic Neurons,-0.0013210379,0.019493546,0.496,0.504,0.496,0.29391666666666666,False,Rnase4
