,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,0.013242314,0.00989054,0.9,0.1,0.1,0.1,False,Mpzl1
Myocytes,0.019033492,0.018808864,0.842,0.158,0.158,0.129,False,Mpzl1
Oligodendrocyte Precursor Cells,0.011377399,0.0117795,0.829,0.171,0.171,0.14300000000000002,False,Mpzl1
Neurons,0.010043705,0.013795199,0.766,0.234,0.234,0.16575,False,Mpzl1
Endothelial Cells,-0.018206418,0.030697187,0.278,0.722,0.278,0.1882,False,Mpzl1
Endocrine Cells,0.014296714,0.02789061,0.704,0.296,0.296,0.2061666666666667,False,Mpzl1
Excitatory Neurons,0.0049097417,0.01246914,0.653,0.347,0.347,0.22628571428571428,False,Mpzl1
Astrocytes,0.0032979695,0.0163644,0.603,0.397,0.397,0.247625,False,Mpzl1
Neural Stem Cells,0.0025489694,0.02127714,0.549,0.451,0.451,0.2702222222222222,False,Mpzl1
Medium Spiny Neurons,0.00053737103,0.009571482,0.547,0.453,0.453,0.2885,False,Mpzl1
Microglia,-0.00062214385,0.018082436,0.473,0.527,0.473,0.30527272727272725,False,Mpzl1
GABAergic Neurons,-0.00081037113,0.019535603,0.505,0.495,0.495,0.32108333333333333,False,Mpzl1
