,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.01423422,0.0113944,0.897,0.103,0.103,0.103,False,Pde1b
Myocytes,0.019860134,0.018780205,0.853,0.147,0.147,0.125,False,Pde1b
Medium Spiny Neurons,-0.007086617,0.009447344,0.235,0.765,0.235,0.16166666666666665,False,Pde1b
Neurons,0.009388354,0.013614792,0.757,0.243,0.243,0.182,False,Pde1b
Astrocytes,0.0042085485,0.016268658,0.63,0.37,0.37,0.21959999999999996,False,Pde1b
Excitatory Neurons,0.004075865,0.012641336,0.621,0.379,0.379,0.24616666666666664,False,Pde1b
Endocrine Cells,0.007863247,0.02774465,0.616,0.384,0.384,0.26585714285714285,False,Pde1b
Endothelial Cells,-0.0076492312,0.03102655,0.405,0.595,0.405,0.28325,False,Pde1b
Neural Stem Cells,0.004236906,0.02145649,0.584,0.416,0.416,0.298,False,Pde1b
Microglia,-0.0014563667,0.018161569,0.46,0.54,0.46,0.3142,False,Pde1b
Oligodendrocytes,-0.0012692702,0.010281122,0.466,0.534,0.466,0.328,False,Pde1b
GABAergic Neurons,0.00077004876,0.019879848,0.53,0.47,0.47,0.3398333333333334,False,Pde1b
