,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.11014321,0.028600093,1.0,0.0,0.0,0.0,True,Id4
Myocytes,0.027919259,0.018801784,0.932,0.068,0.068,0.034,True,Id4
Neural Stem Cells,-0.0301899,0.020112205,0.075,0.925,0.075,0.04766666666666667,True,Id4
Oligodendrocyte Precursor Cells,0.015257649,0.011554108,0.907,0.093,0.093,0.059000000000000004,False,Id4
Neurons,0.015370934,0.013311033,0.876,0.124,0.124,0.072,False,Id4
Medium Spiny Neurons,0.007543218,0.009704007,0.777,0.223,0.223,0.09716666666666667,False,Id4
Astrocytes,0.0095030805,0.01719932,0.726,0.274,0.274,0.12242857142857143,False,Id4
Excitatory Neurons,0.005416245,0.012549071,0.661,0.339,0.339,0.1495,False,Id4
Oligodendrocytes,0.0020139571,0.010133864,0.583,0.417,0.417,0.17922222222222223,False,Id4
Endothelial Cells,-0.005801174,0.030714618,0.428,0.572,0.428,0.2041,False,Id4
GABAergic Neurons,-0.0016120909,0.019946482,0.492,0.508,0.492,0.23027272727272727,False,Id4
Microglia,0.0006713134,0.01826692,0.496,0.504,0.496,0.2524166666666667,False,Id4
