,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.018031957,0.011660884,0.941,0.059,0.059,0.059,False,Lamc1
Neurons,0.009902597,0.013749958,0.764,0.236,0.236,0.1475,False,Lamc1
Endocrine Cells,0.015600011,0.028315146,0.723,0.277,0.277,0.19066666666666668,False,Lamc1
Excitatory Neurons,0.0052175797,0.012502123,0.655,0.345,0.345,0.22925,False,Lamc1
Myocytes,0.0075196004,0.0189747,0.649,0.351,0.351,0.2536,False,Lamc1
Neural Stem Cells,0.0076007866,0.02135905,0.64,0.36,0.36,0.27133333333333337,False,Lamc1
Endothelial Cells,-0.010658575,0.03040768,0.363,0.637,0.363,0.2844285714285714,False,Lamc1
Oligodendrocytes,0.0031137709,0.010071604,0.625,0.375,0.375,0.29575,False,Lamc1
Astrocytes,0.0033361013,0.01635356,0.603,0.397,0.397,0.307,False,Lamc1
Medium Spiny Neurons,0.0012040008,0.009521267,0.564,0.436,0.436,0.31989999999999996,False,Lamc1
Microglia,-0.00013394107,0.018111054,0.486,0.514,0.486,0.33499999999999996,False,Lamc1
GABAergic Neurons,-0.00122691,0.019574799,0.496,0.504,0.496,0.3484166666666666,False,Lamc1
