,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.016466083,0.011569366,0.923,0.077,0.077,0.077,False,S1pr1
Neurons,0.013986506,0.013630506,0.844,0.156,0.156,0.11649999999999999,False,S1pr1
Astrocytes,-0.016422985,0.017493421,0.173,0.827,0.173,0.13533333333333333,False,S1pr1
Medium Spiny Neurons,0.008703937,0.0094960565,0.816,0.184,0.184,0.1475,False,S1pr1
Myocytes,-0.015397231,0.018777767,0.213,0.787,0.213,0.1606,False,S1pr1
Excitatory Neurons,0.0059857806,0.012571774,0.678,0.322,0.322,0.1875,False,S1pr1
Endocrine Cells,0.011023992,0.027864479,0.658,0.342,0.342,0.20957142857142858,False,S1pr1
Neural Stem Cells,-0.005465046,0.021079604,0.391,0.609,0.391,0.23225,False,S1pr1
Endothelial Cells,0.0043505076,0.030054256,0.558,0.442,0.442,0.2555555555555556,False,S1pr1
Oligodendrocytes,-2.4533972e-05,0.010188971,0.51,0.49,0.49,0.279,False,S1pr1
GABAergic Neurons,-0.00061722414,0.019670244,0.505,0.495,0.495,0.29863636363636364,False,S1pr1
Microglia,0.0006482552,0.018337768,0.496,0.504,0.496,0.3150833333333333,False,S1pr1
