,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.07474872,0.018777685,0.0,1.0,0.0,0.0,True,Cav1
Oligodendrocyte Precursor Cells,0.016216785,0.011622198,0.921,0.079,0.079,0.0395,True,Cav1
Neurons,0.009870003,0.013812626,0.763,0.237,0.237,0.10533333333333333,False,Cav1
Endothelial Cells,-0.015446349,0.03065189,0.305,0.695,0.305,0.15525,False,Cav1
Endocrine Cells,0.013197623,0.027845468,0.692,0.308,0.308,0.18580000000000002,False,Cav1
Excitatory Neurons,0.0048996406,0.012438751,0.653,0.347,0.347,0.21266666666666667,False,Cav1
Astrocytes,0.0041137086,0.01623077,0.628,0.372,0.372,0.23542857142857146,False,Cav1
Neural Stem Cells,0.005108286,0.0215484,0.595,0.405,0.405,0.256625,False,Cav1
Microglia,-0.0017643423,0.018063707,0.453,0.547,0.453,0.27844444444444444,False,Cav1
Medium Spiny Neurons,0.0004994591,0.009548103,0.546,0.454,0.454,0.296,False,Cav1
Oligodendrocytes,-0.00080039306,0.010353651,0.48,0.52,0.48,0.31272727272727274,False,Cav1
GABAergic Neurons,-0.0012241227,0.019479694,0.496,0.504,0.496,0.328,False,Cav1
