,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.6835315,0.020776339,0.0,1.0,0.0,0.0,True,Aldoa
Oligodendrocytes,0.03018601,0.010173964,0.999,0.001,0.001,0.0005,True,Aldoa
Neural Stem Cells,-0.046244457,0.020170579,0.013,0.987,0.013,0.004666666666666666,True,Aldoa
Oligodendrocyte Precursor Cells,0.025770372,0.011801012,0.987,0.013,0.013,0.006749999999999999,True,Aldoa
Neurons,0.021606863,0.011550072,0.969,0.031,0.031,0.0116,True,Aldoa
Endocrine Cells,-0.053044643,0.028922867,0.036,0.964,0.036,0.015666666666666666,True,Aldoa
Medium Spiny Neurons,-0.013958812,0.01098386,0.094,0.906,0.094,0.026857142857142857,True,Aldoa
Excitatory Neurons,0.017462034,0.017049462,0.847,0.153,0.153,0.042624999999999996,True,Aldoa
Astrocytes,0.016670559,0.017584236,0.829,0.171,0.171,0.05688888888888889,False,Aldoa
Microglia,0.016090611,0.019561358,0.797,0.203,0.203,0.07150000000000001,False,Aldoa
GABAergic Neurons,0.00631891,0.024698362,0.614,0.386,0.386,0.10009090909090909,False,Aldoa
Endothelial Cells,0.0064925803,0.029182151,0.59,0.41,0.41,0.12591666666666665,False,Aldoa
