,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.0142747,0.009515558,0.059,0.941,0.059,0.059,False,Psat1
Oligodendrocyte Precursor Cells,0.014896074,0.011614211,0.901,0.099,0.099,0.079,False,Psat1
Myocytes,0.018906789,0.01877569,0.838,0.162,0.162,0.10666666666666667,False,Psat1
Neurons,0.009409743,0.013745564,0.757,0.243,0.243,0.14075,False,Psat1
Excitatory Neurons,0.0039363154,0.0125282705,0.618,0.382,0.382,0.189,False,Psat1
Endothelial Cells,-0.009806229,0.030940337,0.383,0.617,0.383,0.2213333333333333,False,Psat1
Astrocytes,0.0022811086,0.01652441,0.573,0.427,0.427,0.2507142857142857,False,Psat1
Endocrine Cells,0.0019095509,0.027736356,0.536,0.464,0.464,0.277375,False,Psat1
Microglia,-0.00080663065,0.018162383,0.468,0.532,0.468,0.2985555555555555,False,Psat1
GABAergic Neurons,-0.0020973354,0.019642595,0.479,0.521,0.479,0.3166,False,Psat1
Neural Stem Cells,0.00065666984,0.021288594,0.511,0.489,0.489,0.3322727272727273,False,Psat1
Medium Spiny Neurons,-0.0004776224,0.009543771,0.495,0.505,0.495,0.34583333333333327,False,Psat1
