,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.015233464,0.009942145,0.056,0.944,0.056,0.056,False,Sox8
Oligodendrocyte Precursor Cells,0.009624592,0.011856121,0.787,0.213,0.213,0.1345,False,Sox8
Neurons,0.008954221,0.013810077,0.74,0.26,0.26,0.17633333333333334,False,Sox8
Myocytes,0.011152638,0.018745292,0.713,0.287,0.287,0.20400000000000001,False,Sox8
Excitatory Neurons,0.0054401513,0.012489494,0.661,0.339,0.339,0.231,False,Sox8
Endothelial Cells,-0.00881806,0.031042572,0.395,0.605,0.395,0.25833333333333336,False,Sox8
Neural Stem Cells,-0.0016041448,0.0213744,0.456,0.544,0.456,0.2865714285714286,False,Sox8
Microglia,-0.0013746296,0.018085914,0.462,0.538,0.462,0.30850000000000005,False,Sox8
GABAergic Neurons,-0.00196286,0.019534867,0.481,0.519,0.481,0.3276666666666667,False,Sox8
Medium Spiny Neurons,-0.00071563234,0.009551362,0.484,0.516,0.484,0.34330000000000005,False,Sox8
Astrocytes,-0.0008308482,0.01641495,0.495,0.505,0.495,0.3570909090909091,False,Sox8
Endocrine Cells,-0.00063614204,0.02770908,0.503,0.497,0.497,0.3687500000000001,False,Sox8
