,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.06695345,0.018944452,1.0,0.0,0.0,0.0,True,Luzp2
Neurons,0.013498602,0.0131705385,0.844,0.156,0.156,0.078,False,Luzp2
Oligodendrocytes,-0.008686688,0.009753323,0.179,0.821,0.179,0.11166666666666665,False,Luzp2
Astrocytes,-0.013772001,0.0175111,0.213,0.787,0.213,0.13699999999999998,False,Luzp2
Endothelial Cells,-0.020522382,0.030070897,0.254,0.746,0.254,0.1604,False,Luzp2
Microglia,-0.008642672,0.018569026,0.324,0.676,0.324,0.18766666666666665,False,Luzp2
Oligodendrocyte Precursor Cells,-0.004900781,0.011946638,0.334,0.666,0.334,0.20857142857142857,False,Luzp2
Neural Stem Cells,0.006197367,0.020899411,0.627,0.373,0.373,0.229125,False,Luzp2
Endocrine Cells,0.007943862,0.027785312,0.616,0.384,0.384,0.24633333333333335,False,Luzp2
Medium Spiny Neurons,0.0019765268,0.009490442,0.598,0.402,0.402,0.2619,False,Luzp2
Excitatory Neurons,0.0027633207,0.013019621,0.583,0.417,0.417,0.276,False,Luzp2
GABAergic Neurons,-0.0032036868,0.020513674,0.453,0.547,0.453,0.29075,False,Luzp2
