,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Microglia,-0.038881943,0.018717336,0.02,0.98,0.02,0.02,True,Ighm
Oligodendrocyte Precursor Cells,0.013359769,0.011260822,0.886,0.114,0.114,0.067,False,Ighm
Neurons,0.009243112,0.013819264,0.752,0.248,0.248,0.12733333333333333,False,Ighm
Excitatory Neurons,0.0058983685,0.012528227,0.676,0.324,0.324,0.1765,False,Ighm
Endothelial Cells,-0.01046439,0.031027285,0.374,0.626,0.374,0.21600000000000003,False,Ighm
Astrocytes,0.0029486069,0.01623184,0.596,0.404,0.404,0.24733333333333332,False,Ighm
Endocrine Cells,0.0045401226,0.02773749,0.568,0.432,0.432,0.2737142857142857,False,Ighm
Medium Spiny Neurons,-0.001689135,0.009571681,0.438,0.562,0.438,0.29425,False,Ighm
Myocytes,-0.0035580194,0.018714486,0.438,0.562,0.438,0.31022222222222223,False,Ighm
Neural Stem Cells,0.0029267813,0.021542683,0.559,0.441,0.441,0.32330000000000003,False,Ighm
Oligodendrocytes,-0.0013117845,0.010333984,0.466,0.534,0.466,0.3362727272727273,False,Ighm
GABAergic Neurons,-0.0010610854,0.019509863,0.5,0.5,0.5,0.34991666666666665,False,Ighm
