,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.016161663,0.011298854,0.923,0.077,0.077,0.077,False,C4b
Myocytes,0.024911258,0.018789615,0.901,0.099,0.099,0.088,False,C4b
Neurons,0.012168175,0.013793189,0.81,0.19,0.19,0.122,False,C4b
Astrocytes,0.013108876,0.016617775,0.79,0.21,0.21,0.144,False,C4b
Medium Spiny Neurons,0.0043866565,0.009550728,0.687,0.313,0.313,0.1778,False,C4b
Excitatory Neurons,0.0050785146,0.0124320835,0.654,0.346,0.346,0.2058333333333333,False,C4b
Endocrine Cells,0.008272886,0.02779008,0.62,0.38,0.38,0.23071428571428568,False,C4b
Neural Stem Cells,0.004350678,0.021333726,0.586,0.414,0.414,0.253625,False,C4b
Oligodendrocytes,0.0020790517,0.010310116,0.584,0.416,0.416,0.27166666666666667,False,C4b
Endothelial Cells,-0.0050825244,0.030970324,0.44,0.56,0.44,0.2885,False,C4b
Microglia,0.0021460948,0.018117322,0.529,0.471,0.471,0.3050909090909091,False,C4b
GABAergic Neurons,-0.0004990237,0.01948548,0.507,0.493,0.493,0.32075,False,C4b
