,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.028322317,0.018913543,0.067,0.933,0.067,0.067,False,Gpam
Oligodendrocyte Precursor Cells,0.017033013,0.0115364725,0.931,0.069,0.069,0.068,False,Gpam
Neurons,0.011611915,0.013743768,0.799,0.201,0.201,0.11233333333333334,False,Gpam
Medium Spiny Neurons,0.0043620523,0.0095545435,0.686,0.314,0.314,0.16275,False,Gpam
Excitatory Neurons,0.0056520863,0.01249383,0.667,0.333,0.333,0.1968,False,Gpam
Neural Stem Cells,-0.0064011277,0.021323103,0.372,0.628,0.372,0.22599999999999998,False,Gpam
Astrocytes,0.003981694,0.017029125,0.62,0.38,0.38,0.24799999999999997,False,Gpam
Endocrine Cells,0.0069068484,0.027848672,0.605,0.395,0.395,0.266375,False,Gpam
Endothelial Cells,-0.007453857,0.030924391,0.407,0.593,0.407,0.282,False,Gpam
Oligodendrocytes,0.0006160302,0.010232663,0.528,0.472,0.472,0.301,False,Gpam
GABAergic Neurons,-0.00018880778,0.019570177,0.514,0.486,0.486,0.3178181818181818,False,Gpam
Microglia,0.00096787774,0.018178586,0.5,0.5,0.5,0.33299999999999996,False,Gpam
