,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Astrocytes,-0.042984698,0.019942518,0.011,0.989,0.011,0.011,True,Gja1
Neural Stem Cells,-0.04278407,0.020009523,0.018,0.982,0.018,0.014499999999999999,True,Gja1
Medium Spiny Neurons,0.015673887,0.009503302,0.945,0.055,0.055,0.027999999999999997,True,Gja1
Endocrine Cells,0.038030103,0.028063914,0.913,0.087,0.087,0.042749999999999996,True,Gja1
Neurons,0.017668221,0.013259393,0.912,0.088,0.088,0.0518,False,Gja1
Oligodendrocyte Precursor Cells,0.015867893,0.011768825,0.908,0.092,0.092,0.058499999999999996,False,Gja1
Myocytes,0.022548582,0.018976456,0.881,0.119,0.119,0.06714285714285714,False,Gja1
Excitatory Neurons,0.007085709,0.012699551,0.715,0.285,0.285,0.09437499999999999,False,Gja1
Endothelial Cells,-0.008797258,0.02998561,0.393,0.607,0.393,0.12755555555555553,False,Gja1
Microglia,-0.0011605704,0.018571166,0.466,0.534,0.466,0.1614,False,Gja1
GABAergic Neurons,0.0007291625,0.019902973,0.53,0.47,0.47,0.18945454545454543,False,Gja1
Oligodendrocytes,-0.0005673512,0.009728474,0.487,0.513,0.487,0.21424999999999997,False,Gja1
