,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.17202191,0.029409084,1.0,0.0,0.0,0.0,True,Txnip
Myocytes,-0.12949453,0.018952355,0.0,1.0,0.0,0.0,True,Txnip
Oligodendrocyte Precursor Cells,0.013735115,0.011271659,0.892,0.108,0.108,0.036,True,Txnip
Neurons,0.01041424,0.013798754,0.771,0.229,0.229,0.08425,False,Txnip
Astrocytes,0.01123473,0.016520089,0.757,0.243,0.243,0.11600000000000002,False,Txnip
Excitatory Neurons,0.0052448907,0.012440436,0.655,0.345,0.345,0.15416666666666667,False,Txnip
Microglia,-0.005885179,0.018465748,0.373,0.627,0.373,0.18542857142857144,False,Txnip
Medium Spiny Neurons,0.0018232246,0.009548908,0.591,0.409,0.409,0.213375,False,Txnip
Neural Stem Cells,0.0033851077,0.021129463,0.568,0.432,0.432,0.2376666666666667,False,Txnip
Oligodendrocytes,0.00084719603,0.01029428,0.539,0.461,0.461,0.26,False,Txnip
Endothelial Cells,-0.001564494,0.03057316,0.482,0.518,0.482,0.28018181818181814,False,Txnip
GABAergic Neurons,-0.0006405799,0.019486131,0.505,0.495,0.495,0.2980833333333333,False,Txnip
