,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.0135026965,0.011465863,0.884,0.116,0.116,0.116,False,Clic4
Neurons,0.0109811155,0.013709307,0.785,0.215,0.215,0.1655,False,Clic4
Neural Stem Cells,0.016077204,0.021146381,0.765,0.235,0.235,0.18866666666666668,False,Clic4
Oligodendrocytes,0.005673365,0.009448669,0.72,0.28,0.28,0.21150000000000002,False,Clic4
Endocrine Cells,0.012310608,0.027932609,0.681,0.319,0.319,0.233,False,Clic4
Astrocytes,0.0064327028,0.01651871,0.668,0.332,0.332,0.24950000000000003,False,Clic4
Excitatory Neurons,0.004077904,0.01246322,0.625,0.375,0.375,0.26742857142857146,False,Clic4
Myocytes,0.005133289,0.01883539,0.602,0.398,0.398,0.28375,False,Clic4
Endothelial Cells,0.0046166135,0.030165128,0.563,0.437,0.437,0.30077777777777776,False,Clic4
GABAergic Neurons,-0.0020152298,0.019576386,0.479,0.521,0.479,0.3186,False,Clic4
Medium Spiny Neurons,-0.0005686881,0.00952882,0.49,0.51,0.49,0.3341818181818182,False,Clic4
Microglia,0.0002096944,0.018179078,0.49,0.51,0.49,0.3471666666666667,False,Clic4
