,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Medium Spiny Neurons,-0.06264705,0.01146266,0.0,1.0,0.0,0.0,True,Gpr88
Myocytes,0.035812773,0.018834362,0.97,0.03,0.03,0.015,True,Gpr88
Oligodendrocyte Precursor Cells,0.013507495,0.011425291,0.886,0.114,0.114,0.04800000000000001,True,Gpr88
Neurons,0.011348521,0.013748517,0.795,0.205,0.205,0.08725,False,Gpr88
Endocrine Cells,0.011574486,0.027743809,0.67,0.33,0.33,0.1358,False,Gpr88
Excitatory Neurons,0.0054233097,0.012630277,0.659,0.341,0.341,0.17,False,Gpr88
GABAergic Neurons,-0.007627743,0.020083169,0.364,0.636,0.364,0.1977142857142857,False,Gpr88
Endothelial Cells,-0.009046668,0.030995145,0.393,0.607,0.393,0.222125,False,Gpr88
Oligodendrocytes,-0.0031283458,0.010245227,0.406,0.594,0.406,0.24255555555555552,False,Gpr88
Microglia,-0.0029859832,0.018143855,0.425,0.575,0.425,0.2608,False,Gpr88
Astrocytes,0.0019689272,0.016257713,0.565,0.435,0.435,0.2766363636363636,False,Gpr88
Neural Stem Cells,0.00011107728,0.021447614,0.5,0.5,0.5,0.29524999999999996,False,Gpr88
