,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014611467,0.011613468,0.899,0.101,0.101,0.101,False,Slc12a2
Neurons,0.011040999,0.013689039,0.788,0.212,0.212,0.1565,False,Slc12a2
Endocrine Cells,0.015531336,0.02796251,0.723,0.277,0.277,0.19666666666666668,False,Slc12a2
Medium Spiny Neurons,0.0038969363,0.009537857,0.663,0.337,0.337,0.23175,False,Slc12a2
Astrocytes,0.0057864683,0.016343707,0.653,0.347,0.347,0.2548,False,Slc12a2
Myocytes,0.007138834,0.018897263,0.644,0.356,0.356,0.27166666666666667,False,Slc12a2
Excitatory Neurons,0.0039832145,0.012528956,0.618,0.382,0.382,0.2874285714285714,False,Slc12a2
Oligodendrocytes,0.0024009293,0.009836273,0.602,0.398,0.398,0.30125,False,Slc12a2
Endothelial Cells,-0.007674282,0.030388126,0.402,0.598,0.402,0.31244444444444447,False,Slc12a2
Microglia,-0.0015161575,0.018332308,0.459,0.541,0.459,0.32710000000000006,False,Slc12a2
Neural Stem Cells,0.0014857437,0.021312237,0.529,0.471,0.471,0.3401818181818182,False,Slc12a2
GABAergic Neurons,-0.0012204527,0.019625865,0.497,0.503,0.497,0.35325000000000006,False,Slc12a2
