,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014350412,0.0114345495,0.898,0.102,0.102,0.102,False,Sall1
Microglia,-0.021315077,0.019046547,0.136,0.864,0.136,0.119,False,Sall1
Neurons,0.009854079,0.013794868,0.763,0.237,0.237,0.15833333333333333,False,Sall1
Endocrine Cells,0.016001953,0.027928416,0.727,0.273,0.273,0.187,False,Sall1
Neural Stem Cells,0.011468888,0.0212429,0.702,0.298,0.298,0.2092,False,Sall1
Excitatory Neurons,0.0047175344,0.01244754,0.649,0.351,0.351,0.23283333333333334,False,Sall1
Myocytes,0.006976405,0.01872089,0.642,0.358,0.358,0.2507142857142857,False,Sall1
Oligodendrocytes,-0.0038692146,0.010265305,0.379,0.621,0.379,0.26675,False,Sall1
Astrocytes,0.0037942557,0.01639974,0.616,0.384,0.384,0.27977777777777774,False,Sall1
Endothelial Cells,-0.008227889,0.031020401,0.4,0.6,0.4,0.29179999999999995,False,Sall1
Medium Spiny Neurons,0.00078433036,0.009540591,0.555,0.445,0.445,0.3057272727272727,False,Sall1
GABAergic Neurons,-0.0011889559,0.01953654,0.498,0.502,0.498,0.32175,False,Sall1
