,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.017790467,0.011511051,0.941,0.059,0.059,0.059,False,Map7
Myocytes,0.027468916,0.01884612,0.93,0.07,0.07,0.0645,False,Map7
Oligodendrocytes,-0.008736303,0.009850232,0.18,0.82,0.18,0.103,False,Map7
Neurons,0.0087763695,0.013662772,0.738,0.262,0.262,0.14275,False,Map7
Endocrine Cells,0.015389234,0.028156867,0.72,0.28,0.28,0.1702,False,Map7
Astrocytes,0.004811229,0.016314093,0.639,0.361,0.361,0.20199999999999999,False,Map7
Excitatory Neurons,0.004533116,0.012752896,0.639,0.361,0.361,0.2247142857142857,False,Map7
Medium Spiny Neurons,0.0023956278,0.009519752,0.613,0.387,0.387,0.245,False,Map7
Endothelial Cells,-0.008098997,0.030976541,0.4,0.6,0.4,0.2622222222222222,False,Map7
Neural Stem Cells,0.003333455,0.02140157,0.568,0.432,0.432,0.2792,False,Map7
Microglia,-0.0021478967,0.018128924,0.443,0.557,0.443,0.29409090909090907,False,Map7
GABAergic Neurons,0.00054726977,0.019808594,0.528,0.472,0.472,0.3089166666666667,False,Map7
