,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015381451,0.011590198,0.907,0.093,0.093,0.093,False,Frmd4a
Myocytes,0.01741722,0.01883434,0.811,0.189,0.189,0.14100000000000001,False,Frmd4a
Neurons,0.011099016,0.013503039,0.794,0.206,0.206,0.16266666666666665,False,Frmd4a
Oligodendrocytes,0.0049836272,0.00990815,0.697,0.303,0.303,0.19774999999999998,False,Frmd4a
Excitatory Neurons,0.005804021,0.012624053,0.673,0.327,0.327,0.22359999999999997,False,Frmd4a
Neural Stem Cells,0.0068145064,0.021078657,0.63,0.37,0.37,0.248,False,Frmd4a
Endothelial Cells,-0.009014237,0.030837076,0.393,0.607,0.393,0.26871428571428574,False,Frmd4a
Medium Spiny Neurons,0.002044997,0.0095513575,0.598,0.402,0.402,0.285375,False,Frmd4a
Microglia,-0.0030829639,0.01899471,0.426,0.574,0.426,0.301,False,Frmd4a
Endocrine Cells,-0.0050163595,0.027941272,0.432,0.568,0.432,0.3141,False,Frmd4a
Astrocytes,0.0018844388,0.016633224,0.562,0.438,0.438,0.32536363636363635,False,Frmd4a
GABAergic Neurons,-0.00110257,0.019831296,0.499,0.501,0.499,0.3398333333333334,False,Frmd4a
