,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013600703,0.011316561,0.888,0.112,0.112,0.112,False,Csf1r
Microglia,-0.025061341,0.023055589,0.14,0.86,0.14,0.126,False,Csf1r
Neurons,0.010727788,0.013799446,0.78,0.22,0.22,0.15733333333333333,False,Csf1r
Myocytes,0.012821173,0.018754518,0.735,0.265,0.265,0.18425,False,Csf1r
Astrocytes,0.0059717405,0.016318401,0.659,0.341,0.341,0.2156,False,Csf1r
Excitatory Neurons,0.0047724415,0.012473108,0.65,0.35,0.35,0.238,False,Csf1r
Endocrine Cells,0.009469023,0.027793072,0.642,0.358,0.358,0.25514285714285717,False,Csf1r
Medium Spiny Neurons,0.0029322274,0.00956779,0.635,0.365,0.365,0.268875,False,Csf1r
Endothelial Cells,-0.00861605,0.030891199,0.395,0.605,0.395,0.28288888888888886,False,Csf1r
Neural Stem Cells,0.0041885106,0.021478707,0.583,0.417,0.417,0.29629999999999995,False,Csf1r
Oligodendrocytes,-0.00097286835,0.010290323,0.474,0.526,0.474,0.3124545454545454,False,Csf1r
GABAergic Neurons,-0.0008224275,0.019522922,0.503,0.497,0.497,0.32783333333333325,False,Csf1r
