,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.04234648,0.018914618,0.99,0.01,0.01,0.01,True,Hipk2
Oligodendrocyte Precursor Cells,0.013541853,0.011633856,0.879,0.121,0.121,0.0655,False,Hipk2
Neurons,0.009388634,0.013635121,0.757,0.243,0.243,0.12466666666666666,False,Hipk2
Endocrine Cells,-0.016589036,0.02796775,0.28,0.72,0.28,0.1635,False,Hipk2
Oligodendrocytes,-0.0049215993,0.0096636005,0.322,0.678,0.322,0.19519999999999998,False,Hipk2
Astrocytes,0.005656746,0.01650865,0.649,0.351,0.351,0.22116666666666665,False,Hipk2
Endothelial Cells,-0.011307291,0.030857153,0.36,0.64,0.36,0.24099999999999996,False,Hipk2
Excitatory Neurons,0.0041497666,0.012552846,0.626,0.374,0.374,0.257625,False,Hipk2
Neural Stem Cells,0.0044429083,0.021090683,0.591,0.409,0.409,0.27444444444444444,False,Hipk2
Medium Spiny Neurons,-0.0012235637,0.009547253,0.454,0.546,0.454,0.2924,False,Hipk2
Microglia,0.0004149675,0.018252008,0.492,0.508,0.492,0.3105454545454545,False,Hipk2
GABAergic Neurons,-0.0005565698,0.019676372,0.505,0.495,0.495,0.3259166666666667,False,Hipk2
