,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.07736282,0.028430048,0.995,0.005,0.005,0.005,True,Rgs9
Medium Spiny Neurons,-0.015230116,0.009294025,0.043,0.957,0.043,0.023999999999999997,True,Rgs9
Oligodendrocyte Precursor Cells,0.012759809,0.011378698,0.872,0.128,0.128,0.058666666666666666,False,Rgs9
Neurons,0.008654969,0.013769951,0.732,0.268,0.268,0.111,False,Rgs9
Myocytes,0.009491348,0.018750627,0.683,0.317,0.317,0.1522,False,Rgs9
Excitatory Neurons,0.005109056,0.01246238,0.654,0.346,0.346,0.1845,False,Rgs9
Astrocytes,0.003491277,0.01622293,0.609,0.391,0.391,0.214,False,Rgs9
Endothelial Cells,-0.0077921315,0.03106664,0.402,0.598,0.402,0.2375,False,Rgs9
GABAergic Neurons,-0.0027775527,0.019679738,0.465,0.535,0.465,0.2627777777777778,False,Rgs9
Microglia,-0.0009879092,0.018081196,0.467,0.533,0.467,0.2832,False,Rgs9
Neural Stem Cells,0.0013259168,0.021508714,0.525,0.475,0.475,0.30063636363636365,False,Rgs9
Oligodendrocytes,-0.00069127686,0.010327967,0.485,0.515,0.485,0.316,False,Rgs9
