,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014700694,0.011381656,0.902,0.098,0.098,0.098,False,F3
Neurons,0.010957292,0.013794405,0.784,0.216,0.216,0.157,False,F3
Endocrine Cells,0.018751428,0.027911143,0.754,0.246,0.246,0.18666666666666668,False,F3
Myocytes,0.011359194,0.018763613,0.715,0.285,0.285,0.21125,False,F3
Excitatory Neurons,0.005299653,0.012443084,0.658,0.342,0.342,0.2374,False,F3
Astrocytes,0.005181619,0.016713472,0.643,0.357,0.357,0.25733333333333336,False,F3
Medium Spiny Neurons,0.0027111599,0.009548157,0.629,0.371,0.371,0.2735714285714286,False,F3
Endothelial Cells,-0.0064509762,0.031007474,0.419,0.581,0.419,0.29175,False,F3
Neural Stem Cells,0.0035027005,0.021514703,0.57,0.43,0.43,0.3071111111111111,False,F3
Microglia,-0.0006376362,0.018084913,0.473,0.527,0.473,0.3237,False,F3
Oligodendrocytes,0.00013732827,0.010345966,0.514,0.486,0.486,0.33845454545454545,False,F3
GABAergic Neurons,-0.0008046198,0.019492796,0.505,0.495,0.495,0.3515,False,F3
