,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.011867876,0.0117911715,0.835,0.165,0.165,0.165,False,Ppfibp1
Neurons,0.009915365,0.013786013,0.764,0.236,0.236,0.2005,False,Ppfibp1
Excitatory Neurons,0.0046504866,0.012503817,0.642,0.358,0.358,0.253,False,Ppfibp1
Astrocytes,0.004576369,0.016245559,0.637,0.363,0.363,0.28049999999999997,False,Ppfibp1
Neural Stem Cells,0.004922175,0.021505222,0.594,0.406,0.406,0.3056,False,Ppfibp1
Medium Spiny Neurons,0.0015482313,0.0095844595,0.581,0.419,0.419,0.3245,False,Ppfibp1
Endocrine Cells,-0.004920086,0.02786977,0.434,0.566,0.434,0.3401428571428572,False,Ppfibp1
Endothelial Cells,-0.0043952074,0.030779323,0.448,0.552,0.448,0.353625,False,Ppfibp1
Microglia,-0.0006734863,0.018087866,0.473,0.527,0.473,0.3668888888888889,False,Ppfibp1
Myocytes,-7.3649026e-06,0.01875588,0.517,0.483,0.483,0.3785,False,Ppfibp1
Oligodendrocytes,0.00023771645,0.010323405,0.517,0.483,0.483,0.38799999999999996,False,Ppfibp1
GABAergic Neurons,-0.00058367895,0.019512603,0.505,0.495,0.495,0.39691666666666664,False,Ppfibp1
