,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014066486,0.011447609,0.894,0.106,0.106,0.106,False,Nefh
Myocytes,0.016150095,0.01879776,0.795,0.205,0.205,0.1555,False,Nefh
Neurons,0.009714693,0.013262232,0.768,0.232,0.232,0.18100000000000002,False,Nefh
Endocrine Cells,0.014506035,0.027815746,0.708,0.292,0.292,0.20875,False,Nefh
Astrocytes,0.006759005,0.016385064,0.676,0.324,0.324,0.2318,False,Nefh
Excitatory Neurons,0.0038971992,0.012608589,0.616,0.384,0.384,0.2571666666666667,False,Nefh
Medium Spiny Neurons,-0.0030160134,0.009556038,0.389,0.611,0.389,0.276,False,Nefh
Neural Stem Cells,0.0056853644,0.021513911,0.611,0.389,0.389,0.290125,False,Nefh
Endothelial Cells,-0.009364,0.030965352,0.39,0.61,0.39,0.3012222222222223,False,Nefh
Oligodendrocytes,-0.0020511197,0.010209093,0.44,0.56,0.44,0.31510000000000005,False,Nefh
GABAergic Neurons,0.00053971546,0.020286942,0.528,0.472,0.472,0.32936363636363636,False,Nefh
Microglia,0.0010956449,0.018188056,0.502,0.498,0.498,0.3434166666666667,False,Nefh
