,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.011739096,0.009810107,0.107,0.893,0.107,0.107,False,Litaf
Oligodendrocyte Precursor Cells,0.012069809,0.0113638975,0.852,0.148,0.148,0.1275,False,Litaf
Neurons,0.009752821,0.013806467,0.761,0.239,0.239,0.16466666666666666,False,Litaf
Myocytes,0.009189754,0.01875594,0.68,0.32,0.32,0.20350000000000001,False,Litaf
Excitatory Neurons,0.0047155907,0.012439208,0.649,0.351,0.351,0.233,False,Litaf
Endocrine Cells,0.009273329,0.02781864,0.641,0.359,0.359,0.254,False,Litaf
Neural Stem Cells,0.0074626347,0.021485016,0.638,0.362,0.362,0.26942857142857146,False,Litaf
Astrocytes,0.003966416,0.016233021,0.623,0.377,0.377,0.282875,False,Litaf
Endothelial Cells,-0.0075436425,0.031016342,0.406,0.594,0.406,0.29655555555555557,False,Litaf
Medium Spiny Neurons,0.0013358848,0.009550844,0.57,0.43,0.43,0.3099,False,Litaf
Microglia,0.0037096809,0.018241582,0.568,0.432,0.432,0.321,False,Litaf
GABAergic Neurons,-0.0012833616,0.019483784,0.496,0.504,0.496,0.33558333333333334,False,Litaf
