,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.027991297,0.018838637,0.932,0.068,0.068,0.068,False,Gjb2
Oligodendrocyte Precursor Cells,0.013905827,0.011236786,0.895,0.105,0.105,0.0865,False,Gjb2
Endocrine Cells,0.021059794,0.027900996,0.774,0.226,0.226,0.133,False,Gjb2
Neurons,0.009501791,0.013811558,0.757,0.243,0.243,0.1605,False,Gjb2
Excitatory Neurons,0.0047867442,0.012434473,0.65,0.35,0.35,0.1984,False,Gjb2
Astrocytes,0.004451442,0.016499532,0.632,0.368,0.368,0.22666666666666666,False,Gjb2
Endothelial Cells,-0.006935389,0.030767944,0.41,0.59,0.41,0.25285714285714284,False,Gjb2
Neural Stem Cells,0.0029340228,0.021551594,0.559,0.441,0.441,0.276375,False,Gjb2
Medium Spiny Neurons,0.0006159972,0.009552054,0.549,0.451,0.451,0.29577777777777775,False,Gjb2
Microglia,-0.0011494415,0.01806464,0.466,0.534,0.466,0.3128,False,Gjb2
Oligodendrocytes,-0.00044092454,0.010357708,0.491,0.509,0.491,0.329,False,Gjb2
GABAergic Neurons,-0.0013985882,0.019476542,0.495,0.505,0.495,0.3428333333333333,False,Gjb2
