,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.0348112,0.018845897,0.967,0.033,0.033,0.033,True,Slc17a6
Oligodendrocyte Precursor Cells,0.014011792,0.011388316,0.894,0.106,0.106,0.0695,False,Slc17a6
Excitatory Neurons,0.0047856593,0.012526424,0.65,0.35,0.35,0.163,False,Slc17a6
Astrocytes,0.005473524,0.0162848,0.649,0.351,0.351,0.21,False,Slc17a6
Medium Spiny Neurons,0.0022024675,0.009562312,0.603,0.397,0.397,0.2474,False,Slc17a6
Endothelial Cells,-0.008076621,0.031042166,0.401,0.599,0.401,0.273,False,Slc17a6
Neural Stem Cells,0.003954994,0.021498844,0.577,0.423,0.423,0.29442857142857143,False,Slc17a6
Endocrine Cells,-0.0055050277,0.02776187,0.424,0.576,0.424,0.310625,False,Slc17a6
GABAergic Neurons,8.731106e-05,0.019502139,0.519,0.481,0.481,0.32955555555555555,False,Slc17a6
Oligodendrocytes,-0.00055131514,0.010280334,0.488,0.512,0.488,0.3454,False,Slc17a6
Microglia,0.0013196297,0.018126206,0.511,0.489,0.489,0.3584545454545454,False,Slc17a6
Neurons,-0.000297403,0.012964637,0.497,0.503,0.497,0.36999999999999994,False,Slc17a6
