,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.04483566,0.018765626,0.006,0.994,0.006,0.006,True,Sox6
Neurons,0.010033886,0.013775507,0.766,0.234,0.234,0.12000000000000001,False,Sox6
Oligodendrocyte Precursor Cells,0.005788279,0.011857437,0.694,0.306,0.306,0.18200000000000002,False,Sox6
Excitatory Neurons,0.004656474,0.012458972,0.643,0.357,0.357,0.22575,False,Sox6
Endothelial Cells,-0.008434312,0.031033518,0.398,0.602,0.398,0.26020000000000004,False,Sox6
Neural Stem Cells,-0.0049879355,0.021126503,0.4,0.6,0.4,0.28350000000000003,False,Sox6
Medium Spiny Neurons,0.0008757451,0.009582077,0.557,0.443,0.443,0.30628571428571433,False,Sox6
GABAergic Neurons,-0.0033272344,0.019698575,0.448,0.552,0.448,0.324,False,Sox6
Astrocytes,0.0011958523,0.016493727,0.55,0.45,0.45,0.338,False,Sox6
Microglia,-0.0013701606,0.018081788,0.462,0.538,0.462,0.35040000000000004,False,Sox6
Oligodendrocytes,-0.00085861015,0.010319081,0.477,0.523,0.477,0.36190909090909096,False,Sox6
Endocrine Cells,0.00037191965,0.02773851,0.511,0.489,0.489,0.37250000000000005,False,Sox6
