,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.046840914,0.009686739,0.0,1.0,0.0,0.0,True,Mag
Oligodendrocyte Precursor Cells,0.014146808,0.011252956,0.899,0.101,0.101,0.0505,False,Mag
Myocytes,0.022572787,0.018817166,0.884,0.116,0.116,0.07233333333333335,False,Mag
Neurons,0.009586558,0.013820913,0.757,0.243,0.243,0.115,False,Mag
Medium Spiny Neurons,0.006544788,0.009603462,0.754,0.246,0.246,0.1412,False,Mag
Excitatory Neurons,0.0049621295,0.012439831,0.654,0.346,0.346,0.17533333333333334,False,Mag
Astrocytes,0.0039506773,0.016228966,0.623,0.377,0.377,0.20414285714285715,False,Mag
Endothelial Cells,-0.008555369,0.031056788,0.398,0.602,0.398,0.228375,False,Mag
Microglia,-0.0013864001,0.018097801,0.462,0.538,0.462,0.25433333333333336,False,Mag
Neural Stem Cells,-0.0008135148,0.021531714,0.481,0.519,0.481,0.277,False,Mag
Endocrine Cells,-0.0017500243,0.027680349,0.484,0.516,0.484,0.2958181818181818,False,Mag
GABAergic Neurons,-0.00061865203,0.01949147,0.505,0.495,0.495,0.3124166666666667,False,Mag
