,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.08199589,0.019485768,1.0,0.0,0.0,0.0,True,Atp1b2
Neural Stem Cells,-0.049860675,0.020012554,0.009,0.991,0.009,0.0045,True,Atp1b2
Endocrine Cells,0.06749301,0.028542895,0.989,0.011,0.011,0.006666666666666665,True,Atp1b2
Medium Spiny Neurons,0.016545914,0.009511006,0.95,0.05,0.05,0.0175,True,Atp1b2
Astrocytes,-0.025672775,0.019632746,0.083,0.917,0.083,0.030600000000000006,True,Atp1b2
Neurons,0.013742353,0.012271455,0.868,0.132,0.132,0.04750000000000001,True,Atp1b2
Oligodendrocyte Precursor Cells,0.011642876,0.011826726,0.833,0.167,0.167,0.06457142857142859,False,Atp1b2
Endothelial Cells,-0.016539302,0.029203167,0.285,0.715,0.285,0.09212500000000001,False,Atp1b2
GABAergic Neurons,0.003384944,0.020728705,0.576,0.424,0.424,0.129,False,Atp1b2
Oligodendrocytes,0.0014479925,0.008976886,0.573,0.427,0.427,0.1588,False,Atp1b2
Excitatory Neurons,0.0024142112,0.01322476,0.571,0.429,0.429,0.18336363636363637,False,Atp1b2
Microglia,-0.0016105605,0.018901592,0.457,0.543,0.457,0.20616666666666664,False,Atp1b2
