,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.012619608,0.011603387,0.859,0.141,0.141,0.141,False,Adarb1
Endocrine Cells,0.026113639,0.02800369,0.815,0.185,0.185,0.16299999999999998,False,Adarb1
Myocytes,0.011886132,0.01878687,0.721,0.279,0.279,0.20166666666666666,False,Adarb1
Neurons,0.0057566375,0.013257142,0.673,0.327,0.327,0.23299999999999998,False,Adarb1
Oligodendrocytes,-0.0045390134,0.010122996,0.342,0.658,0.342,0.2548,False,Adarb1
Astrocytes,0.004932957,0.016524833,0.641,0.359,0.359,0.27216666666666667,False,Adarb1
Excitatory Neurons,0.004648301,0.012678434,0.64,0.36,0.36,0.2847142857142857,False,Adarb1
Endothelial Cells,-0.010819377,0.03081755,0.363,0.637,0.363,0.2945,False,Adarb1
Neural Stem Cells,0.0054762326,0.021443624,0.604,0.396,0.396,0.30577777777777776,False,Adarb1
Microglia,-0.00149781,0.018252667,0.459,0.541,0.459,0.3211,False,Adarb1
GABAergic Neurons,0.00050472183,0.02002038,0.527,0.473,0.473,0.3349090909090909,False,Adarb1
Medium Spiny Neurons,-0.0006942123,0.009523172,0.487,0.513,0.487,0.3475833333333333,False,Adarb1
