,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.017167138,0.011433556,0.936,0.064,0.064,0.064,False,Egr1
Excitatory Neurons,0.01775406,0.013212593,0.902,0.098,0.098,0.081,False,Egr1
Neurons,0.013605334,0.013695747,0.833,0.167,0.167,0.10966666666666668,False,Egr1
Medium Spiny Neurons,0.006205254,0.009507859,0.747,0.253,0.253,0.14550000000000002,False,Egr1
Neural Stem Cells,0.011122449,0.02146087,0.694,0.306,0.306,0.17760000000000004,False,Egr1
Endocrine Cells,0.012621306,0.028067147,0.685,0.315,0.315,0.2005,False,Egr1
Astrocytes,0.0055705477,0.01628119,0.649,0.351,0.351,0.222,False,Egr1
Oligodendrocytes,0.0031859432,0.010248705,0.625,0.375,0.375,0.241125,False,Egr1
Endothelial Cells,-0.006255977,0.030954145,0.424,0.576,0.424,0.2614444444444445,False,Egr1
GABAergic Neurons,0.0013572426,0.019810736,0.542,0.458,0.458,0.2811,False,Egr1
Myocytes,0.0010562037,0.018829904,0.537,0.463,0.463,0.2976363636363637,False,Egr1
Microglia,0.0018879094,0.018192613,0.524,0.476,0.476,0.31250000000000006,False,Egr1
