,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013362237,0.011505813,0.879,0.121,0.121,0.121,False,Tlcd1
Neurons,0.009614378,0.013796824,0.757,0.243,0.243,0.182,False,Tlcd1
Myocytes,0.0074212905,0.018725598,0.649,0.351,0.351,0.2383333333333333,False,Tlcd1
Excitatory Neurons,0.0046044015,0.012465333,0.642,0.358,0.358,0.26825,False,Tlcd1
Endothelial Cells,-0.009078447,0.031003991,0.393,0.607,0.393,0.2932,False,Tlcd1
Astrocytes,-0.004670711,0.016646156,0.4,0.6,0.4,0.311,False,Tlcd1
Endocrine Cells,0.0051115667,0.027754718,0.577,0.423,0.423,0.327,False,Tlcd1
Medium Spiny Neurons,0.0013525981,0.009579822,0.57,0.43,0.43,0.33987500000000004,False,Tlcd1
Microglia,-0.0020663613,0.018078618,0.444,0.556,0.444,0.35144444444444445,False,Tlcd1
Neural Stem Cells,-0.001506694,0.021467673,0.458,0.542,0.458,0.36210000000000003,False,Tlcd1
Oligodendrocytes,-0.0009835286,0.010339256,0.474,0.526,0.474,0.3722727272727273,False,Tlcd1
GABAergic Neurons,-0.0011317243,0.019504655,0.499,0.501,0.499,0.38283333333333336,False,Tlcd1
