,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.01359032,0.011311902,0.888,0.112,0.112,0.112,False,Iqgap1
Neurons,0.009565916,0.013783573,0.757,0.243,0.243,0.1775,False,Iqgap1
Endocrine Cells,0.015592161,0.028179508,0.723,0.277,0.277,0.21066666666666667,False,Iqgap1
Excitatory Neurons,0.004988156,0.012467507,0.654,0.346,0.346,0.2445,False,Iqgap1
Myocytes,0.0072340276,0.01880273,0.645,0.355,0.355,0.2666,False,Iqgap1
Astrocytes,0.00410691,0.016294008,0.628,0.372,0.372,0.2841666666666667,False,Iqgap1
Endothelial Cells,-0.009467134,0.030650461,0.389,0.611,0.389,0.2991428571428572,False,Iqgap1
Neural Stem Cells,0.003390259,0.021339318,0.568,0.432,0.432,0.31575000000000003,False,Iqgap1
Medium Spiny Neurons,0.00083247595,0.0095431395,0.556,0.444,0.444,0.33,False,Iqgap1
Microglia,-0.00019787834,0.018089889,0.485,0.515,0.485,0.34550000000000003,False,Iqgap1
Oligodendrocytes,5.037207e-05,0.010328331,0.513,0.487,0.487,0.3583636363636364,False,Iqgap1
GABAergic Neurons,-0.0010682989,0.019514674,0.5,0.5,0.5,0.3701666666666667,False,Iqgap1
