,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.017985674,0.010102221,0.033,0.967,0.033,0.033,True,Rnf13
Oligodendrocyte Precursor Cells,0.016344516,0.011774519,0.918,0.082,0.082,0.0575,False,Rnf13
Endocrine Cells,0.029365996,0.028122704,0.847,0.153,0.153,0.08933333333333333,False,Rnf13
Neurons,0.0116393715,0.013494334,0.807,0.193,0.193,0.11525,False,Rnf13
Medium Spiny Neurons,0.0064900513,0.009528722,0.754,0.246,0.246,0.14140000000000003,False,Rnf13
Myocytes,0.010428192,0.01889659,0.699,0.301,0.301,0.168,False,Rnf13
Excitatory Neurons,0.0057490203,0.012683001,0.667,0.333,0.333,0.19157142857142856,False,Rnf13
Endothelial Cells,-0.0076844557,0.030582316,0.402,0.598,0.402,0.21787499999999999,False,Rnf13
Astrocytes,0.0021999492,0.016886756,0.571,0.429,0.429,0.2413333333333333,False,Rnf13
Neural Stem Cells,0.0033105067,0.020898817,0.568,0.432,0.432,0.26039999999999996,False,Rnf13
GABAergic Neurons,0.00011547649,0.019999692,0.519,0.481,0.481,0.2804545454545454,False,Rnf13
Microglia,0.0012917022,0.018797418,0.508,0.492,0.492,0.2980833333333333,False,Rnf13
