,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013609417,0.011229807,0.89,0.11,0.11,0.11,False,Nfkb2
Neurons,0.009306098,0.013820718,0.753,0.247,0.247,0.1785,False,Nfkb2
Endocrine Cells,0.013469541,0.027860656,0.696,0.304,0.304,0.22033333333333335,False,Nfkb2
Excitatory Neurons,0.0047367304,0.012432457,0.649,0.351,0.351,0.253,False,Nfkb2
Astrocytes,0.004076631,0.01621289,0.628,0.372,0.372,0.2768,False,Nfkb2
Endothelial Cells,-0.007654289,0.03106444,0.405,0.595,0.405,0.29816666666666664,False,Nfkb2
Myocytes,0.003864665,0.018709932,0.585,0.415,0.415,0.31485714285714284,False,Nfkb2
Neural Stem Cells,0.0038269097,0.021561647,0.576,0.424,0.424,0.32849999999999996,False,Nfkb2
Medium Spiny Neurons,0.00021343467,0.009552364,0.527,0.473,0.473,0.3445555555555555,False,Nfkb2
Microglia,-0.0006597411,0.018082736,0.473,0.527,0.473,0.35739999999999994,False,Nfkb2
GABAergic Neurons,-0.0014091621,0.019471804,0.494,0.506,0.494,0.36981818181818177,False,Nfkb2
Oligodendrocytes,-0.00034842998,0.01035043,0.496,0.504,0.496,0.38033333333333336,False,Nfkb2
