,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014636352,0.011455016,0.9,0.1,0.1,0.1,False,Acss1
Neurons,0.00993248,0.01380412,0.764,0.236,0.236,0.16799999999999998,False,Acss1
Myocytes,-0.010931798,0.018722305,0.29,0.71,0.29,0.20866666666666664,False,Acss1
Excitatory Neurons,0.0052617276,0.012464628,0.655,0.345,0.345,0.24274999999999997,False,Acss1
Endocrine Cells,0.0071115494,0.027735958,0.609,0.391,0.391,0.2724,False,Acss1
Endothelial Cells,-0.008748519,0.030995462,0.395,0.605,0.395,0.29283333333333333,False,Acss1
Microglia,-0.002510632,0.01814479,0.434,0.566,0.434,0.313,False,Acss1
Medium Spiny Neurons,0.0008837144,0.009575232,0.557,0.443,0.443,0.32925,False,Acss1
Neural Stem Cells,-0.0025177281,0.021449886,0.444,0.556,0.444,0.34199999999999997,False,Acss1
Astrocytes,0.0013764406,0.016524429,0.555,0.445,0.445,0.35229999999999995,False,Acss1
Oligodendrocytes,-0.0005096648,0.010337163,0.489,0.511,0.489,0.3647272727272727,False,Acss1
GABAergic Neurons,-0.0010451329,0.01951469,0.5,0.5,0.5,0.37599999999999995,False,Acss1
