,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.016325414,0.009552073,0.04,0.96,0.04,0.04,True,Arrdc3
Myocytes,-0.030668523,0.018771037,0.053,0.947,0.053,0.0465,True,Arrdc3
Oligodendrocyte Precursor Cells,0.015036291,0.0113935005,0.907,0.093,0.093,0.062,False,Arrdc3
Neurons,0.010083349,0.013760619,0.768,0.232,0.232,0.10450000000000001,False,Arrdc3
Excitatory Neurons,0.0056612776,0.012522664,0.667,0.333,0.333,0.15020000000000003,False,Arrdc3
Astrocytes,0.0054837805,0.016355813,0.649,0.351,0.351,0.18366666666666667,False,Arrdc3
Endothelial Cells,-0.0078114592,0.030991036,0.402,0.598,0.402,0.21485714285714286,False,Arrdc3
Medium Spiny Neurons,0.0007249963,0.009556803,0.554,0.446,0.446,0.24375,False,Arrdc3
Microglia,-0.001971405,0.01812089,0.448,0.552,0.448,0.2664444444444445,False,Arrdc3
Endocrine Cells,0.0026074478,0.027947469,0.541,0.459,0.459,0.2857,False,Arrdc3
Neural Stem Cells,0.0005619052,0.021260638,0.51,0.49,0.49,0.3042727272727273,False,Arrdc3
GABAergic Neurons,-0.00043128044,0.01960165,0.508,0.492,0.492,0.3199166666666667,False,Arrdc3
