,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Medium Spiny Neurons,-0.033065014,0.01065394,0.0,1.0,0.0,0.0,True,Pde10a
Oligodendrocyte Precursor Cells,0.0154442955,0.011467946,0.907,0.093,0.093,0.0465,True,Pde10a
Myocytes,0.022166476,0.018805616,0.878,0.122,0.122,0.07166666666666667,False,Pde10a
Neurons,0.010762879,0.013675669,0.783,0.217,0.217,0.108,False,Pde10a
Endocrine Cells,-0.015287827,0.027776692,0.299,0.701,0.299,0.1462,False,Pde10a
Excitatory Neurons,0.00539852,0.012586334,0.658,0.342,0.342,0.17883333333333332,False,Pde10a
Astrocytes,0.0052600424,0.016262366,0.647,0.353,0.353,0.2037142857142857,False,Pde10a
Neural Stem Cells,0.00807472,0.021411946,0.647,0.353,0.353,0.222375,False,Pde10a
Endothelial Cells,-0.0073204814,0.031035159,0.408,0.592,0.408,0.243,False,Pde10a
Microglia,-0.0011426749,0.018116144,0.466,0.534,0.466,0.2653,False,Pde10a
Oligodendrocytes,-0.00057020626,0.010274767,0.487,0.513,0.487,0.28545454545454546,False,Pde10a
GABAergic Neurons,-0.00045385517,0.019906847,0.508,0.492,0.492,0.3026666666666667,False,Pde10a
