,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.048100714,0.028284084,0.954,0.046,0.046,0.046,True,Itgb5
Oligodendrocyte Precursor Cells,0.01253423,0.011330455,0.866,0.134,0.134,0.09,False,Itgb5
Neurons,0.009949171,0.013749629,0.765,0.235,0.235,0.13833333333333334,False,Itgb5
Myocytes,-0.01105288,0.01878146,0.286,0.714,0.286,0.17525,False,Itgb5
Microglia,0.009857703,0.020240078,0.689,0.311,0.311,0.2024,False,Itgb5
Neural Stem Cells,-0.0071652,0.021222496,0.36,0.64,0.36,0.22866666666666666,False,Itgb5
Excitatory Neurons,0.004514595,0.012471342,0.639,0.361,0.361,0.24757142857142855,False,Itgb5
Endothelial Cells,-0.010509742,0.030719412,0.37,0.63,0.37,0.26287499999999997,False,Itgb5
Astrocytes,0.0014500031,0.016525568,0.555,0.445,0.445,0.2831111111111111,False,Itgb5
Medium Spiny Neurons,0.0006266629,0.009529717,0.549,0.451,0.451,0.29989999999999994,False,Itgb5
Oligodendrocytes,-0.00090967293,0.010278822,0.474,0.526,0.474,0.3157272727272727,False,Itgb5
GABAergic Neurons,-0.0015635259,0.019532546,0.492,0.508,0.492,0.33041666666666664,False,Itgb5
