,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.01558139,0.011430021,0.911,0.089,0.089,0.089,False,Rapgef3
Neurons,0.010046782,0.013801193,0.766,0.234,0.234,0.1615,False,Rapgef3
Endocrine Cells,-0.014327368,0.027817897,0.312,0.688,0.312,0.21166666666666667,False,Rapgef3
Excitatory Neurons,0.0052677426,0.01245307,0.656,0.344,0.344,0.24475,False,Rapgef3
Astrocytes,0.005681164,0.016490698,0.649,0.351,0.351,0.266,False,Rapgef3
Neural Stem Cells,0.006610895,0.021474656,0.629,0.371,0.371,0.28350000000000003,False,Rapgef3
Oligodendrocytes,0.0022811254,0.010222599,0.594,0.406,0.406,0.30100000000000005,False,Rapgef3
Myocytes,0.0037615513,0.018740917,0.582,0.418,0.418,0.31562500000000004,False,Rapgef3
Endothelial Cells,-0.0057040774,0.030947194,0.43,0.57,0.43,0.32833333333333337,False,Rapgef3
Medium Spiny Neurons,0.0013837517,0.009585072,0.57,0.43,0.43,0.3385000000000001,False,Rapgef3
Microglia,-0.0005839557,0.01807875,0.473,0.527,0.473,0.3507272727272728,False,Rapgef3
GABAergic Neurons,-0.0011142781,0.019507501,0.499,0.501,0.499,0.36308333333333337,False,Rapgef3
